,0
37246,"33.95951,-117.789654,2013-12-07T12:00:00"
37247,"33.95951,-117.789654,2013-12-08T12:00:00"
37248,"33.95951,-117.789654,2013-12-09T12:00:00"
37249,"33.95951,-117.789654,2013-12-10T12:00:00"
37250,"33.95951,-117.789654,2013-12-11T12:00:00"
37251,"33.95951,-117.789654,2013-12-12T12:00:00"
37252,"33.95951,-117.789654,2013-12-13T12:00:00"
37253,"33.95951,-117.789654,2013-12-14T12:00:00"
37254,"33.95951,-117.789654,2013-12-15T12:00:00"
37255,"33.95951,-117.789654,2013-12-16T12:00:00"
37256,"33.95951,-117.789654,2013-12-17T12:00:00"
37257,"33.95951,-117.789654,2013-12-18T12:00:00"
37258,"33.95951,-117.789654,2013-12-19T12:00:00"
37259,"33.95951,-117.789654,2013-12-20T12:00:00"
37260,"33.95951,-117.789654,2013-12-21T12:00:00"
37261,"33.95951,-117.789654,2013-12-22T12:00:00"
37262,"33.95951,-117.789654,2013-12-23T12:00:00"
37263,"33.95951,-117.789654,2013-12-24T12:00:00"
37264,"33.95951,-117.789654,2013-12-25T12:00:00"
37265,"33.95951,-117.789654,2013-12-26T12:00:00"
37266,"33.95951,-117.789654,2013-12-27T12:00:00"
37267,"33.95951,-117.789654,2013-12-28T12:00:00"
37268,"33.95951,-117.789654,2013-12-29T12:00:00"
37269,"33.95951,-117.789654,2013-12-30T12:00:00"
37270,"33.95951,-117.789654,2013-12-31T12:00:00"
37271,"33.95951,-117.789654,2014-01-01T12:00:00"
37272,"33.95951,-117.789654,2014-01-02T12:00:00"
37273,"33.95951,-117.789654,2014-01-03T12:00:00"
37274,"33.95951,-117.789654,2014-01-04T12:00:00"
37275,"33.95951,-117.789654,2014-01-05T12:00:00"
37276,"33.95951,-117.789654,2014-01-06T12:00:00"
37277,"33.95951,-117.789654,2014-01-07T12:00:00"
37278,"33.95951,-117.789654,2014-01-08T12:00:00"
37279,"33.95951,-117.789654,2014-01-09T12:00:00"
37280,"33.95951,-117.789654,2014-01-10T12:00:00"
37281,"33.95951,-117.789654,2014-01-11T12:00:00"
37282,"33.95951,-117.789654,2014-01-12T12:00:00"
37283,"33.95951,-117.789654,2014-01-13T12:00:00"
37284,"33.95951,-117.789654,2014-01-14T12:00:00"
37285,"33.95951,-117.789654,2014-01-15T12:00:00"
37286,"33.95951,-117.789654,2014-01-16T12:00:00"
37287,"33.95951,-117.789654,2014-01-17T12:00:00"
37288,"33.95951,-117.789654,2014-01-18T12:00:00"
37289,"33.95951,-117.789654,2014-01-19T12:00:00"
37290,"33.95951,-117.789654,2014-01-20T12:00:00"
37291,"33.95951,-117.789654,2014-01-21T12:00:00"
37292,"33.95951,-117.789654,2014-01-22T12:00:00"
37293,"33.95951,-117.789654,2014-01-23T12:00:00"
37294,"33.95951,-117.789654,2014-01-24T12:00:00"
37295,"33.95951,-117.789654,2014-01-25T12:00:00"
37296,"33.95951,-117.789654,2014-01-26T12:00:00"
37297,"33.95951,-117.789654,2014-01-27T12:00:00"
37298,"33.95951,-117.789654,2014-01-28T12:00:00"
37299,"33.95951,-117.789654,2014-01-29T12:00:00"
37300,"33.95951,-117.789654,2014-01-30T12:00:00"
37301,"33.95951,-117.789654,2014-01-31T12:00:00"
37302,"33.95951,-117.789654,2014-02-01T12:00:00"
37303,"33.95951,-117.789654,2014-02-02T12:00:00"
37304,"33.95951,-117.789654,2014-02-03T12:00:00"
37305,"33.95951,-117.789654,2014-02-04T12:00:00"
37306,"33.95951,-117.789654,2014-02-05T12:00:00"
37307,"33.95951,-117.789654,2014-02-06T12:00:00"
37308,"33.95951,-117.789654,2014-02-07T12:00:00"
37309,"33.95951,-117.789654,2014-02-08T12:00:00"
37310,"33.95951,-117.789654,2014-02-09T12:00:00"
37311,"33.95951,-117.789654,2014-02-10T12:00:00"
37312,"33.95951,-117.789654,2014-02-11T12:00:00"
37313,"33.95951,-117.789654,2014-02-12T12:00:00"
37314,"33.95951,-117.789654,2014-02-13T12:00:00"
37315,"33.95951,-117.789654,2014-02-14T12:00:00"
37316,"33.95951,-117.789654,2014-02-15T12:00:00"
37317,"33.95951,-117.789654,2014-02-16T12:00:00"
37318,"33.95951,-117.789654,2014-02-17T12:00:00"
37319,"33.95951,-117.789654,2014-02-18T12:00:00"
37320,"33.95951,-117.789654,2014-02-19T12:00:00"
37321,"33.95951,-117.789654,2014-02-20T12:00:00"
37322,"33.95951,-117.789654,2014-02-21T12:00:00"
37323,"33.95951,-117.789654,2014-02-22T12:00:00"
37324,"33.95951,-117.789654,2014-02-23T12:00:00"
37325,"33.95951,-117.789654,2014-02-24T12:00:00"
37326,"33.95951,-117.789654,2014-02-25T12:00:00"
37327,"33.95951,-117.789654,2014-02-26T12:00:00"
37328,"33.95951,-117.789654,2014-02-27T12:00:00"
37329,"33.95951,-117.789654,2014-02-28T12:00:00"
37330,"33.95951,-117.789654,2014-03-01T12:00:00"
37331,"33.95951,-117.789654,2014-03-02T12:00:00"
37332,"33.95951,-117.789654,2014-03-03T12:00:00"
37333,"33.95951,-117.789654,2014-03-04T12:00:00"
37334,"33.95951,-117.789654,2014-03-05T12:00:00"
37335,"33.95951,-117.789654,2014-03-06T12:00:00"
37336,"33.95951,-117.789654,2014-03-07T12:00:00"
37337,"33.95951,-117.789654,2014-03-08T12:00:00"
37338,"33.95951,-117.789654,2014-03-09T12:00:00"
37339,"33.95951,-117.789654,2014-03-10T12:00:00"
37340,"33.95951,-117.789654,2014-03-11T12:00:00"
37341,"33.95951,-117.789654,2014-03-12T12:00:00"
37342,"33.95951,-117.789654,2014-03-13T12:00:00"
37343,"33.95951,-117.789654,2014-03-14T12:00:00"
37344,"33.95951,-117.789654,2014-03-15T12:00:00"
37345,"33.95951,-117.789654,2014-03-16T12:00:00"
37346,"33.95951,-117.789654,2014-03-17T12:00:00"
37347,"33.95951,-117.789654,2014-03-18T12:00:00"
37348,"33.95951,-117.789654,2014-03-19T12:00:00"
37349,"33.95951,-117.789654,2014-03-20T12:00:00"
37350,"33.95951,-117.789654,2014-03-21T12:00:00"
37351,"33.95951,-117.789654,2014-03-22T12:00:00"
37352,"33.95951,-117.789654,2014-03-23T12:00:00"
37353,"33.95951,-117.789654,2014-03-24T12:00:00"
37354,"33.95951,-117.789654,2014-03-25T12:00:00"
37355,"33.95951,-117.789654,2014-03-26T12:00:00"
37356,"33.95951,-117.789654,2014-03-27T12:00:00"
37357,"33.95951,-117.789654,2014-03-28T12:00:00"
37358,"33.95951,-117.789654,2014-03-29T12:00:00"
37359,"33.95951,-117.789654,2014-03-30T12:00:00"
37360,"33.95951,-117.789654,2014-03-31T12:00:00"
37361,"33.95951,-117.789654,2014-04-01T12:00:00"
37362,"33.95951,-117.789654,2014-04-02T12:00:00"
37363,"33.95951,-117.789654,2014-04-03T12:00:00"
37364,"33.95951,-117.789654,2014-04-04T12:00:00"
37365,"33.95951,-117.789654,2014-04-05T12:00:00"
37366,"33.95951,-117.789654,2014-04-06T12:00:00"
37367,"33.95951,-117.789654,2014-04-07T12:00:00"
37368,"33.95951,-117.789654,2014-04-08T12:00:00"
37369,"33.95951,-117.789654,2014-04-09T12:00:00"
37370,"33.95951,-117.789654,2014-04-10T12:00:00"
37371,"33.95951,-117.789654,2014-04-11T12:00:00"
37372,"33.95951,-117.789654,2014-04-12T12:00:00"
37373,"33.95951,-117.789654,2014-04-13T12:00:00"
37374,"33.95951,-117.789654,2014-04-14T12:00:00"
37375,"33.95951,-117.789654,2014-04-15T12:00:00"
37376,"33.95951,-117.789654,2014-04-16T12:00:00"
37377,"33.95951,-117.789654,2014-04-17T12:00:00"
37378,"33.95951,-117.789654,2014-04-18T12:00:00"
37379,"33.95951,-117.789654,2014-04-19T12:00:00"
37380,"33.95951,-117.789654,2014-04-20T12:00:00"
37381,"33.95951,-117.789654,2014-04-21T12:00:00"
37382,"33.95951,-117.789654,2014-04-22T12:00:00"
37383,"33.95951,-117.789654,2014-04-23T12:00:00"
37384,"33.95951,-117.789654,2014-04-24T12:00:00"
37385,"33.95951,-117.789654,2014-04-25T12:00:00"
37386,"33.95951,-117.789654,2014-04-26T12:00:00"
37387,"33.95951,-117.789654,2014-04-27T12:00:00"
37388,"33.95951,-117.789654,2014-04-28T12:00:00"
37389,"33.95951,-117.789654,2014-04-29T12:00:00"
37390,"33.95951,-117.789654,2014-04-30T12:00:00"
37391,"33.95951,-117.789654,2014-05-01T12:00:00"
37392,"33.95951,-117.789654,2014-05-02T12:00:00"
37393,"33.95951,-117.789654,2014-05-03T12:00:00"
37394,"33.95951,-117.789654,2014-05-04T12:00:00"
37395,"33.95951,-117.789654,2014-05-05T12:00:00"
37396,"33.95951,-117.789654,2014-05-06T12:00:00"
37397,"33.95951,-117.789654,2014-05-07T12:00:00"
37398,"33.95951,-117.789654,2014-05-08T12:00:00"
37399,"33.95951,-117.789654,2014-05-09T12:00:00"
37400,"33.95951,-117.789654,2014-05-10T12:00:00"
37401,"33.95951,-117.789654,2014-05-11T12:00:00"
37402,"33.95951,-117.789654,2014-05-12T12:00:00"
37403,"33.95951,-117.789654,2014-05-13T12:00:00"
37404,"33.95951,-117.789654,2014-05-14T12:00:00"
37405,"33.95951,-117.789654,2014-05-15T12:00:00"
37406,"33.95951,-117.789654,2014-05-16T12:00:00"
37407,"33.95951,-117.789654,2014-05-17T12:00:00"
37408,"33.95951,-117.789654,2014-05-18T12:00:00"
37409,"33.95951,-117.789654,2014-05-19T12:00:00"
37410,"33.95951,-117.789654,2014-05-20T12:00:00"
37411,"33.95951,-117.789654,2014-05-21T12:00:00"
37412,"33.95951,-117.789654,2014-05-22T12:00:00"
37413,"33.95951,-117.789654,2014-05-23T12:00:00"
37414,"33.95951,-117.789654,2014-05-24T12:00:00"
37415,"33.95951,-117.789654,2014-05-25T12:00:00"
37416,"33.95951,-117.789654,2014-05-26T12:00:00"
37417,"33.95951,-117.789654,2014-05-27T12:00:00"
37418,"33.95951,-117.789654,2014-05-28T12:00:00"
37419,"33.95951,-117.789654,2014-05-29T12:00:00"
37420,"33.95951,-117.789654,2014-05-30T12:00:00"
37421,"33.95951,-117.789654,2014-05-31T12:00:00"
37422,"33.95951,-117.789654,2014-06-01T12:00:00"
37423,"33.95951,-117.789654,2014-06-02T12:00:00"
37424,"33.95951,-117.789654,2014-06-03T12:00:00"
37425,"33.95951,-117.789654,2014-06-04T12:00:00"
37426,"33.95951,-117.789654,2014-06-05T12:00:00"
37427,"33.95951,-117.789654,2014-06-06T12:00:00"
37428,"33.95951,-117.789654,2014-06-07T12:00:00"
37429,"33.95951,-117.789654,2014-06-08T12:00:00"
37430,"33.95951,-117.789654,2014-06-09T12:00:00"
37431,"33.95951,-117.789654,2014-06-10T12:00:00"
37432,"33.95951,-117.789654,2014-06-11T12:00:00"
37433,"33.95951,-117.789654,2014-06-12T12:00:00"
37434,"33.95951,-117.789654,2014-06-13T12:00:00"
37435,"33.95951,-117.789654,2014-06-14T12:00:00"
37436,"33.95951,-117.789654,2014-06-15T12:00:00"
37437,"33.95951,-117.789654,2014-06-16T12:00:00"
37438,"33.95951,-117.789654,2014-06-17T12:00:00"
37439,"33.95951,-117.789654,2014-06-18T12:00:00"
37440,"33.95951,-117.789654,2014-06-19T12:00:00"
37441,"33.95951,-117.789654,2014-06-20T12:00:00"
37442,"33.95951,-117.789654,2014-06-21T12:00:00"
37443,"33.95951,-117.789654,2014-06-22T12:00:00"
37444,"33.95951,-117.789654,2014-06-23T12:00:00"
37445,"33.95951,-117.789654,2014-06-24T12:00:00"
37446,"33.95951,-117.789654,2014-06-25T12:00:00"
37447,"33.95951,-117.789654,2014-06-26T12:00:00"
37448,"33.95951,-117.789654,2014-06-27T12:00:00"
37449,"33.95951,-117.789654,2014-06-28T12:00:00"
37450,"33.95951,-117.789654,2014-06-29T12:00:00"
37451,"33.95951,-117.789654,2014-06-30T12:00:00"
37452,"33.95951,-117.789654,2014-07-01T12:00:00"
37453,"33.95951,-117.789654,2014-07-02T12:00:00"
37454,"33.95951,-117.789654,2014-07-03T12:00:00"
37455,"33.95951,-117.789654,2014-07-04T12:00:00"
37456,"33.95951,-117.789654,2014-07-05T12:00:00"
37457,"33.95951,-117.789654,2014-07-06T12:00:00"
37458,"33.95951,-117.789654,2014-07-07T12:00:00"
37459,"33.95951,-117.789654,2014-07-08T12:00:00"
37460,"33.95951,-117.789654,2014-07-09T12:00:00"
37461,"33.95951,-117.789654,2014-07-10T12:00:00"
37462,"33.95951,-117.789654,2014-07-11T12:00:00"
37463,"33.95951,-117.789654,2014-07-12T12:00:00"
37464,"33.95951,-117.789654,2014-07-13T12:00:00"
37465,"33.95951,-117.789654,2014-07-14T12:00:00"
37466,"33.95951,-117.789654,2014-07-15T12:00:00"
37467,"33.95951,-117.789654,2014-07-16T12:00:00"
37468,"33.95951,-117.789654,2014-07-17T12:00:00"
37469,"33.95951,-117.789654,2014-07-18T12:00:00"
37470,"33.95951,-117.789654,2014-07-19T12:00:00"
37471,"33.95951,-117.789654,2014-07-20T12:00:00"
37472,"33.95951,-117.789654,2014-07-21T12:00:00"
37473,"33.95951,-117.789654,2014-07-22T12:00:00"
37474,"33.95951,-117.789654,2014-07-23T12:00:00"
37475,"33.95951,-117.789654,2014-07-24T12:00:00"
37476,"33.95951,-117.789654,2014-07-25T12:00:00"
37477,"33.95951,-117.789654,2014-07-26T12:00:00"
37478,"33.95951,-117.789654,2014-07-27T12:00:00"
37479,"33.95951,-117.789654,2014-07-28T12:00:00"
37480,"33.95951,-117.789654,2014-07-29T12:00:00"
37481,"33.95951,-117.789654,2014-07-30T12:00:00"
37482,"33.95951,-117.789654,2014-07-31T12:00:00"
37483,"33.95951,-117.789654,2014-08-01T12:00:00"
37484,"33.95951,-117.789654,2014-08-02T12:00:00"
37485,"33.95951,-117.789654,2014-08-03T12:00:00"
37486,"33.95951,-117.789654,2014-08-04T12:00:00"
37487,"33.95951,-117.789654,2014-08-05T12:00:00"
37488,"33.95951,-117.789654,2014-08-06T12:00:00"
37489,"33.95951,-117.789654,2014-08-07T12:00:00"
37490,"33.95951,-117.789654,2014-08-08T12:00:00"
37491,"33.95951,-117.789654,2014-08-09T12:00:00"
37492,"33.95951,-117.789654,2014-08-10T12:00:00"
37493,"33.95951,-117.789654,2014-08-11T12:00:00"
37494,"33.95951,-117.789654,2014-08-12T12:00:00"
37495,"33.95951,-117.789654,2014-08-13T12:00:00"
37496,"33.95951,-117.789654,2014-08-14T12:00:00"
37497,"33.95951,-117.789654,2014-08-15T12:00:00"
37498,"33.95951,-117.789654,2014-08-16T12:00:00"
37499,"33.95951,-117.789654,2014-08-17T12:00:00"
37500,"33.95951,-117.789654,2014-08-18T12:00:00"
37501,"33.95951,-117.789654,2014-08-19T12:00:00"
37502,"33.95951,-117.789654,2014-08-20T12:00:00"
37503,"33.95951,-117.789654,2014-08-21T12:00:00"
37504,"33.95951,-117.789654,2014-08-22T12:00:00"
37505,"33.95951,-117.789654,2014-08-23T12:00:00"
37506,"33.95951,-117.789654,2014-08-24T12:00:00"
37507,"33.95951,-117.789654,2014-08-25T12:00:00"
37508,"33.95951,-117.789654,2014-08-26T12:00:00"
37509,"33.95951,-117.789654,2014-08-27T12:00:00"
37510,"33.95951,-117.789654,2014-08-28T12:00:00"
37511,"33.95951,-117.789654,2014-08-29T12:00:00"
37512,"33.95951,-117.789654,2014-08-30T12:00:00"
37513,"33.95951,-117.789654,2014-08-31T12:00:00"
37514,"33.95951,-117.789654,2014-09-01T12:00:00"
37515,"33.95951,-117.789654,2014-09-02T12:00:00"
37516,"33.95951,-117.789654,2014-09-03T12:00:00"
37517,"33.95951,-117.789654,2014-09-04T12:00:00"
37518,"33.95951,-117.789654,2014-09-05T12:00:00"
37519,"33.95951,-117.789654,2014-09-06T12:00:00"
37520,"33.95951,-117.789654,2014-09-07T12:00:00"
37521,"33.95951,-117.789654,2014-09-08T12:00:00"
37522,"33.95951,-117.789654,2014-09-09T12:00:00"
37523,"33.95951,-117.789654,2014-09-10T12:00:00"
37524,"33.95951,-117.789654,2014-09-11T12:00:00"
37525,"33.95951,-117.789654,2014-09-12T12:00:00"
37526,"33.95951,-117.789654,2014-09-13T12:00:00"
37527,"33.95951,-117.789654,2014-09-14T12:00:00"
37528,"33.95951,-117.789654,2014-09-15T12:00:00"
37529,"33.95951,-117.789654,2014-09-16T12:00:00"
37530,"33.95951,-117.789654,2014-09-17T12:00:00"
37531,"33.95951,-117.789654,2014-09-18T12:00:00"
37532,"33.95951,-117.789654,2014-09-19T12:00:00"
37533,"33.95951,-117.789654,2014-09-20T12:00:00"
37534,"33.95951,-117.789654,2014-09-21T12:00:00"
37535,"33.95951,-117.789654,2014-09-22T12:00:00"
37536,"33.95951,-117.789654,2014-09-23T12:00:00"
37537,"33.95951,-117.789654,2014-09-24T12:00:00"
37538,"33.95951,-117.789654,2014-09-25T12:00:00"
37539,"33.95951,-117.789654,2014-09-26T12:00:00"
37540,"33.95951,-117.789654,2014-09-27T12:00:00"
37541,"33.95951,-117.789654,2014-09-28T12:00:00"
37542,"33.95951,-117.789654,2014-09-29T12:00:00"
37543,"33.95951,-117.789654,2014-09-30T12:00:00"
37544,"33.95951,-117.789654,2014-10-01T12:00:00"
37545,"33.95951,-117.789654,2014-10-02T12:00:00"
37546,"33.95951,-117.789654,2014-10-03T12:00:00"
37547,"33.95951,-117.789654,2014-10-04T12:00:00"
37548,"33.95951,-117.789654,2014-10-05T12:00:00"
37549,"33.95951,-117.789654,2014-10-06T12:00:00"
37550,"33.95951,-117.789654,2014-10-07T12:00:00"
37551,"33.95951,-117.789654,2014-10-08T12:00:00"
37552,"33.95951,-117.789654,2014-10-09T12:00:00"
37553,"33.95951,-117.789654,2014-10-10T12:00:00"
37554,"33.95951,-117.789654,2014-10-11T12:00:00"
37555,"33.95951,-117.789654,2014-10-12T12:00:00"
37556,"33.95951,-117.789654,2014-10-13T12:00:00"
37557,"33.95951,-117.789654,2014-10-14T12:00:00"
37558,"33.95951,-117.789654,2014-10-15T12:00:00"
37559,"33.95951,-117.789654,2014-10-16T12:00:00"
37560,"33.95951,-117.789654,2014-10-17T12:00:00"
37561,"33.95951,-117.789654,2014-10-18T12:00:00"
37562,"33.95951,-117.789654,2014-10-19T12:00:00"
37563,"33.95951,-117.789654,2014-10-20T12:00:00"
37564,"33.95951,-117.789654,2014-10-21T12:00:00"
37565,"33.95951,-117.789654,2014-10-22T12:00:00"
37566,"33.95951,-117.789654,2014-10-23T12:00:00"
37567,"33.95951,-117.789654,2014-10-24T12:00:00"
37568,"33.95951,-117.789654,2014-10-25T12:00:00"
37569,"33.95951,-117.789654,2014-10-26T12:00:00"
37570,"33.95951,-117.789654,2014-10-27T12:00:00"
37571,"33.95951,-117.789654,2014-10-28T12:00:00"
37572,"33.95951,-117.789654,2014-10-29T12:00:00"
37573,"33.95951,-117.789654,2014-10-30T12:00:00"
37574,"33.95951,-117.789654,2014-10-31T12:00:00"
37575,"33.95951,-117.789654,2014-11-01T12:00:00"
37576,"33.95951,-117.789654,2014-11-02T12:00:00"
37577,"33.95951,-117.789654,2014-11-03T12:00:00"
37578,"33.95951,-117.789654,2014-11-04T12:00:00"
37579,"33.95951,-117.789654,2014-11-05T12:00:00"
37580,"33.95951,-117.789654,2014-11-06T12:00:00"
37581,"33.95951,-117.789654,2014-11-07T12:00:00"
37582,"33.95951,-117.789654,2014-11-08T12:00:00"
37583,"33.95951,-117.789654,2014-11-09T12:00:00"
37584,"33.95951,-117.789654,2014-11-10T12:00:00"
37585,"33.95951,-117.789654,2014-11-11T12:00:00"
37586,"33.95951,-117.789654,2014-11-12T12:00:00"
37587,"33.95951,-117.789654,2014-11-13T12:00:00"
37588,"33.95951,-117.789654,2014-11-14T12:00:00"
37589,"33.95951,-117.789654,2014-11-15T12:00:00"
37590,"33.95951,-117.789654,2014-11-16T12:00:00"
37591,"33.95951,-117.789654,2014-11-17T12:00:00"
37592,"33.95951,-117.789654,2014-11-18T12:00:00"
37593,"33.95951,-117.789654,2014-11-19T12:00:00"
37594,"33.95951,-117.789654,2014-11-20T12:00:00"
37595,"33.95951,-117.789654,2014-11-21T12:00:00"
37596,"33.95951,-117.789654,2014-11-22T12:00:00"
37597,"33.95951,-117.789654,2014-11-23T12:00:00"
37598,"33.95951,-117.789654,2014-11-24T12:00:00"
37599,"33.95951,-117.789654,2014-11-25T12:00:00"
37600,"33.95951,-117.789654,2014-11-26T12:00:00"
37601,"33.95951,-117.789654,2014-11-27T12:00:00"
37602,"33.95951,-117.789654,2014-11-28T12:00:00"
37603,"33.95951,-117.789654,2014-11-29T12:00:00"
37604,"33.95951,-117.789654,2014-11-30T12:00:00"
37605,"33.95951,-117.789654,2014-12-01T12:00:00"
37606,"33.95951,-117.789654,2014-12-02T12:00:00"
37607,"33.95951,-117.789654,2014-12-03T12:00:00"
37608,"33.95951,-117.789654,2014-12-04T12:00:00"
37609,"33.95951,-117.789654,2014-12-05T12:00:00"
37610,"33.95951,-117.789654,2014-12-06T12:00:00"
37611,"33.95951,-117.789654,2014-12-07T12:00:00"
37612,"33.95951,-117.789654,2014-12-08T12:00:00"
37613,"33.95951,-117.789654,2014-12-09T12:00:00"
37614,"33.95951,-117.789654,2014-12-10T12:00:00"
37615,"33.95951,-117.789654,2014-12-11T12:00:00"
37616,"33.95951,-117.789654,2014-12-12T12:00:00"
37617,"33.95951,-117.789654,2014-12-13T12:00:00"
37618,"33.95951,-117.789654,2014-12-14T12:00:00"
37619,"33.95951,-117.789654,2014-12-15T12:00:00"
37620,"33.95951,-117.789654,2014-12-16T12:00:00"
37621,"33.95951,-117.789654,2014-12-17T12:00:00"
37622,"33.95951,-117.789654,2014-12-18T12:00:00"
37623,"33.95951,-117.789654,2014-12-19T12:00:00"
37624,"33.95951,-117.789654,2014-12-20T12:00:00"
37625,"33.95951,-117.789654,2014-12-21T12:00:00"
37626,"33.95951,-117.789654,2014-12-22T12:00:00"
37627,"33.95951,-117.789654,2014-12-23T12:00:00"
37628,"33.95951,-117.789654,2014-12-24T12:00:00"
37629,"33.95951,-117.789654,2014-12-25T12:00:00"
37630,"33.95951,-117.789654,2014-12-26T12:00:00"
37631,"33.95951,-117.789654,2014-12-27T12:00:00"
37632,"33.95951,-117.789654,2014-12-28T12:00:00"
37633,"33.95951,-117.789654,2014-12-29T12:00:00"
37634,"33.95951,-117.789654,2014-12-30T12:00:00"
37635,"33.95951,-117.789654,2014-12-31T12:00:00"
37636,"33.95951,-117.789654,2015-01-01T12:00:00"
37637,"33.95951,-117.789654,2015-01-02T12:00:00"
37638,"33.95951,-117.789654,2015-01-03T12:00:00"
37639,"33.95951,-117.789654,2015-01-04T12:00:00"
37640,"33.95951,-117.789654,2015-01-05T12:00:00"
37641,"33.95951,-117.789654,2015-01-06T12:00:00"
37642,"33.95951,-117.789654,2015-01-07T12:00:00"
37643,"33.95951,-117.789654,2015-01-08T12:00:00"
37644,"33.95951,-117.789654,2015-01-09T12:00:00"
37645,"33.95951,-117.789654,2015-01-10T12:00:00"
37646,"33.95951,-117.789654,2015-01-11T12:00:00"
37647,"33.95951,-117.789654,2015-01-12T12:00:00"
37648,"33.95951,-117.789654,2015-01-13T12:00:00"
37649,"33.95951,-117.789654,2015-01-14T12:00:00"
37650,"33.95951,-117.789654,2015-01-15T12:00:00"
37651,"33.95951,-117.789654,2015-01-16T12:00:00"
37652,"33.95951,-117.789654,2015-01-17T12:00:00"
37653,"33.95951,-117.789654,2015-01-18T12:00:00"
37654,"33.95951,-117.789654,2015-01-19T12:00:00"
37655,"33.95951,-117.789654,2015-01-20T12:00:00"
37656,"33.95951,-117.789654,2015-01-21T12:00:00"
37657,"33.95951,-117.789654,2015-01-22T12:00:00"
37658,"33.95951,-117.789654,2015-01-23T12:00:00"
37659,"33.95951,-117.789654,2015-01-24T12:00:00"
37660,"33.95951,-117.789654,2015-01-25T12:00:00"
37661,"33.95951,-117.789654,2015-01-26T12:00:00"
37662,"33.95951,-117.789654,2015-01-27T12:00:00"
37663,"33.95951,-117.789654,2015-01-28T12:00:00"
37664,"33.95951,-117.789654,2015-01-29T12:00:00"
37665,"33.95951,-117.789654,2015-01-30T12:00:00"
37666,"33.95951,-117.789654,2015-01-31T12:00:00"
37667,"33.95951,-117.789654,2015-02-01T12:00:00"
37668,"33.95951,-117.789654,2015-02-02T12:00:00"
37669,"33.95951,-117.789654,2015-02-03T12:00:00"
37670,"33.95951,-117.789654,2015-02-04T12:00:00"
37671,"33.95951,-117.789654,2015-02-05T12:00:00"
37672,"33.95951,-117.789654,2015-02-06T12:00:00"
37673,"33.95951,-117.789654,2015-02-07T12:00:00"
37674,"33.95951,-117.789654,2015-02-08T12:00:00"
37675,"33.95951,-117.789654,2015-02-09T12:00:00"
37676,"33.95951,-117.789654,2015-02-10T12:00:00"
37677,"33.95951,-117.789654,2015-02-11T12:00:00"
37678,"33.95951,-117.789654,2015-02-12T12:00:00"
37679,"33.95951,-117.789654,2015-02-13T12:00:00"
37680,"33.95951,-117.789654,2015-02-14T12:00:00"
37681,"33.95951,-117.789654,2015-02-15T12:00:00"
37682,"33.95951,-117.789654,2015-02-16T12:00:00"
37683,"33.95951,-117.789654,2015-02-17T12:00:00"
37684,"33.95951,-117.789654,2015-02-18T12:00:00"
37685,"33.95951,-117.789654,2015-02-19T12:00:00"
37686,"33.95951,-117.789654,2015-02-20T12:00:00"
37687,"33.95951,-117.789654,2015-02-21T12:00:00"
37688,"33.95951,-117.789654,2015-02-22T12:00:00"
37689,"33.95951,-117.789654,2015-02-23T12:00:00"
37690,"33.95951,-117.789654,2015-02-24T12:00:00"
37691,"33.95951,-117.789654,2015-02-25T12:00:00"
37692,"33.95951,-117.789654,2015-02-26T12:00:00"
37693,"33.95951,-117.789654,2015-02-27T12:00:00"
37694,"33.95951,-117.789654,2015-02-28T12:00:00"
37695,"33.95951,-117.789654,2015-03-01T12:00:00"
37696,"33.95951,-117.789654,2015-03-02T12:00:00"
37697,"33.95951,-117.789654,2015-03-03T12:00:00"
37698,"33.95951,-117.789654,2015-03-04T12:00:00"
37699,"33.95951,-117.789654,2015-03-05T12:00:00"
37700,"33.95951,-117.789654,2015-03-06T12:00:00"
37701,"33.95951,-117.789654,2015-03-07T12:00:00"
37702,"33.95951,-117.789654,2015-03-08T12:00:00"
37703,"33.95951,-117.789654,2015-03-09T12:00:00"
37704,"33.95951,-117.789654,2015-03-10T12:00:00"
37705,"33.95951,-117.789654,2015-03-11T12:00:00"
37706,"33.95951,-117.789654,2015-03-12T12:00:00"
37707,"33.95951,-117.789654,2015-03-13T12:00:00"
37708,"33.95951,-117.789654,2015-03-14T12:00:00"
37709,"33.95951,-117.789654,2015-03-15T12:00:00"
37710,"33.95951,-117.789654,2015-03-16T12:00:00"
37711,"33.95951,-117.789654,2015-03-17T12:00:00"
37712,"33.95951,-117.789654,2015-03-18T12:00:00"
37713,"33.95951,-117.789654,2015-03-19T12:00:00"
37714,"33.95951,-117.789654,2015-03-20T12:00:00"
37715,"33.95951,-117.789654,2015-03-21T12:00:00"
37716,"33.95951,-117.789654,2015-03-22T12:00:00"
37717,"33.95951,-117.789654,2015-03-23T12:00:00"
37718,"33.95951,-117.789654,2015-03-24T12:00:00"
37719,"33.95951,-117.789654,2015-03-25T12:00:00"
37720,"33.95951,-117.789654,2015-03-26T12:00:00"
37721,"33.95951,-117.789654,2015-03-27T12:00:00"
37722,"33.95951,-117.789654,2015-03-28T12:00:00"
37723,"33.95951,-117.789654,2015-03-29T12:00:00"
37724,"33.95951,-117.789654,2015-03-30T12:00:00"
37725,"33.95951,-117.789654,2015-03-31T12:00:00"
37726,"33.95951,-117.789654,2015-04-01T12:00:00"
37727,"33.95951,-117.789654,2015-04-02T12:00:00"
